id,title,claim,Type,url,domain,true/false,published_paper_urls,published_paper_title,published_paper_abstract,prompts,selected_sentence_list
1748,Unvaccinated people are much more susceptible to catching COVID-19 than those who have been vaccinated,Unvaccinated people are more susceptible to catching COVID-19 than vaccinated people.,Claim,https://www.reuters.com/news/article/factcheck-vaccinated-people/fact-check-unvaccinated-people-are-much-more-susceptible-to-catching-covid-19-than-those-who-have-been-vaccinated-idUSL2N2NX14B,Health,True,https://www.bmj.com/content/373/bmj.n1127,"Covid-19: Most people admitted to hospital after vaccination were infected before immunity could develop, research shows","The majority of vaccinated people who were admitted to hospital for covid-19 were probably infected shortly before or around the time of their vaccination, highlighting the importance of maintaining social distancing and understanding that immunity develops over time, researchers have said. The International Severe Acute Respiratory Infection Consortium Clinical Characterisation Protocol (ISARIC4C), which is funded by UK Research and Innovation and the National Institute for Health Research, analysed UK hospital admissions after the start of the covid-19 vaccination rollout. As of 10 April 2021, 3842 of the 99?445 inpatients enrolled in the study had been vaccinated. Looking at symptomatic patients (1823), the researchers found that 40% (729) developed covid-19 symptoms 0-7 days post-vaccination. A further 19% (352) developed symptoms 8-14 days post-vaccination. The median incubation period for SARS-CoV-2 is around five days, meaning it is likely that many of these patients were infected before immunity developed.","Claim: Unvaccinated people are more susceptible to catching COVID-19 than vaccinated people.
Abstract:
0. The majority of vaccinated people who were admitted to hospital for covid-19 were probably infected shortly before or around the time of their vaccination, highlighting the importance of maintaining social distancing and understanding that immunity develops over time, researchers have said.
1. The International Severe Acute Respiratory Infection Consortium Clinical Characterisation Protocol (ISARIC4C), which is funded by UK Research and Innovation and the National Institute for Health Research, analysed UK hospital admissions after the start of the covid-19 vaccination rollout.
2. As of 10 April 2021, 3842 of the 99 445 inpatients enrolled in the study had been vaccinated.
3. Looking at symptomatic patients (1823), the researchers found that 40% (729) developed covid-19 symptoms 0-7 days post-vaccination.
4. A further 19% (352) developed symptoms 8-14 days post-vaccination.
5. The median incubation period for SARS-CoV-2 is around five days, meaning it is likely that many of these patients were infected before immunity developed.
","[0, 1, 2, 3, 4, 5]"
1778,There is still no evidence that COVID-19 vaccines increase risk of miscarriage?,There is evidence that COVID-19 vaccines increase risk of miscarriage,Claim,https://www.reuters.com/news/article/factcheck-health-coronavirus/fact-check-there-is-still-no-evidence-that-covid-19-vaccines-increase-risk-of-miscarriage-idUSL2N2NP1RJ,Health,False,https://www.bmj.com/content/372/bmj.n615,Update to living systematic review on covid-19 in pregnancy,"This update includes 192 studies (64?676 pregnant and recently pregnant women), 115 of which were new additions to the review. The prevalence of covid-19 in pregnant and recently pregnant women remained unchanged between this update and the original version of the living systematic review. Pregnant women continue to be at increased risk of severe covid-19. In addition to high body mass index and advancing maternal age, evidence suggests that non-white ethnic origin might also be a risk factor for severe covid-19. More data are needed to robustly assess the association between pregnancy specific risk factors and covid-19 related outcomes.","Claim: There is evidence that COVID-19 vaccines increase risk of miscarriage
Abstract:
0. This update includes 192 studies (64 676 pregnant and recently pregnant women), 115 of which were new additions to the review.
1. The prevalence of covid-19 in pregnant and recently pregnant women remained unchanged between this update and the original version of the living systematic review.
2. Pregnant women continue to be at increased risk of severe covid-19.
3. In addition to high body mass index and advancing maternal age, evidence suggests that non-white ethnic origin might also be a risk factor for severe covid-19.
4. More data are needed to robustly assess the association between pregnancy specific risk factors and covid-19 related outcomes.
",[]
1827,"There is no evidence to suggest COVID-19 vaccines will kill people by causing antibody- dependent enhancement, current evidence demonstrates the opposite",COVID-19 vaccines will kill people by causing antibody-dependent enhancement,Claim,https://www.reuters.com/news/article/factcheck-health-coronavirus/fact-check-there-is-no-evidence-to-suggest-covid-19-vaccines-will-kill-people-by-causing-antibody-dependent-enhancement-current-evidence-demonstrates-the-opposite-idUSL2N2ND0WS,Health,False,https://jamanetwork.com/journals/jama/fullarticle/2779185,Israel's Real-life Evidence That Vaccine Can Prevent Severe COVID-19,"After Israel's national campaign vaccinated more than three-fourths of adults 70 years or older against SARS-CoV-2, the need for mechanical ventilation among patients with COVID-19 in that age group declined dramatically. The country's vaccination campaign began in December 2020 by prioritizing adults 60 years or older, health care workers, and those whose chronic medical conditions increased their risk of severe COVID-19. By February, 84% of adults 70 years or older had received 2 doses of the Pfizer-BioNTech vaccine. To determine whether the vaccinations prevented severe disease, researchers calculated the ratio of patients aged 70 years or older to those aged 50 years or younger with COVID-19 who required mechanical ventilation. The younger group was chosen as a comparator because its 2-dose vaccination coverage was only about 10% as of February.","Claim: COVID-19 vaccines will kill people by causing antibody-dependent enhancement
Abstract:
0. After Israel’s national campaign vaccinated more than three-fourths of adults 70 years or older against SARS-CoV-2, the need for mechanical ventilation among patients with COVID-19 in that age group declined dramatically.
1. The country’s vaccination campaign began in December 2020 by prioritizing adults 60 years or older, health care workers, and those whose chronic medical conditions increased their risk of severe COVID-19.
2. By February, 84% of adults 70 years or older had received 2 doses of the Pfizer-BioNTech vaccine.
3. To determine whether the vaccinations prevented severe disease, researchers calculated the ratio of patients aged 70 years or older to those aged 50 years or younger with COVID-19 who required mechanical ventilation.
4. The younger group was chosen as a comparator because its 2-dose vaccination coverage was only about 10% as of February.
",[0]
1935,COVID-19 vaccines are not infectious; you can't transmit the vaccine to an unvaccinated individual,COVID-19 vaccines are infectious.,Claim,https://www.reuters.com/news/article/factcheck-vaccines-transmission/fact-check-covid-19-vaccines-are-not-infectious-you-cant-transmit-the-vaccine-to-an-unvaccinated-individual-idUSL1N2MR1VU,Health,False,https://www.tandfonline.com/doi/full/10.1586/14760584.2016.1106942,Self-disseminating vaccines for emerging infectious diseases,"Modern human activity fueled by economic development is profoundly altering our relationship with microorganisms. This altered interaction with microbes is believed to be the major driving force behind the increased rate of emerging infectious diseases from animals. The spate of recent infectious disease outbreaks, including Ebola virus disease and Middle East respiratory syndrome, emphasize the need for development of new innovative tools to manage these emerging diseases. Disseminating vaccines are one such novel approach to potentially interrupt animal to human (zoonotic) transmission of these pathogens.","Claim: COVID-19 vaccines are infectious.
Abstract:
0. Modern human activity fueled by economic development is profoundly altering our relationship with microorganisms.
1. This altered interaction with microbes is believed to be the major driving force behind the increased rate of emerging infectious diseases from animals.
2. The spate of recent infectious disease outbreaks, including Ebola virus disease and Middle East respiratory syndrome, emphasize the need for development of new innovative tools to manage these emerging diseases.
3. Disseminating vaccines are one such novel approach to potentially interrupt animal to human (zoonotic) transmission of these pathogens.
",[]
1981,COVID vaccines do not 'shed' from one person to another and then cause reproductive problems,COVID vaccines 'shed' from one person to another and cause reproductive problems,Claim,https://www.reuters.com/news/article/factcheck-covid19vaccine-reproductivepro/fact-check-covid-vaccines-do-not-shed-from-one-person-to-another-and-then-cause-reproductive-problems-idUSL1N2MG256,Health,True,https://www.sciencedirect.com/science/article/abs/pii/S1472648320305253,Analysis of sex hormones and menstruation in COVID-19 women of child-bearing age,Average sex hormone concentrations and ovarian reserve did not change significantly in COVID-19 women of child-bearing age. Nearly one-fifth of patients exhibited a menstrual volume decrease or cycle prolongation. The menstruation changes of these patients might be the consequence of transient sex hormone changes caused by suppression of ovarian function that quickly resume after recovery.,"Claim: COVID vaccines 'shed' from one person to another and cause reproductive problems
Abstract:
0. Average sex hormone concentrations and ovarian reserve did not change significantly in COVID-19 women of child-bearing age.
1. Nearly one-fifth of patients exhibited a menstrual volume decrease or cycle prolongation.
2. The menstruation changes of these patients might be the consequence of transient sex hormone changes caused by suppression of ovarian function that quickly resume after recovery.
","[0, 1, 2]"
1991,No evidence COVID-19 vaccines?will?cause?'cytokine storms'??,"COVID-19 vaccines will cause 'cytokine storms', a life-threatening systemic inflammatory syndrome.",Claim,https://www.reuters.com/news/article/factcheck-cytokine-storms/fact-check-no-evidence-covid-19-vaccineswillcausecytokine-storms-idUSL1N2MG0Z0,Health,False,https://onlinelibrary.wiley.com/doi/full/10.1002/art.41285,On the Alert for Cytokine Storm: Immunopathology in COVID-19,"Poor outcomes in COVID-19 correlate with clinical and laboratory features of cytokine storm syndrome. Broad screening for cytokine storm and early, targeted antiinflammatory therapy may prevent immunopathology and could help conserve limited health care resources. While studies are ongoing, extrapolating from clinical experience in cytokine storm syndromes may benefit the multidisciplinary teams caring for patients with severe COVID-19.","Claim: COVID-19 vaccines will cause 'cytokine storms', a life-threatening systemic inflammatory syndrome.
Abstract:
0. Poor outcomes in COVID-19 correlate with clinical and laboratory features of cytokine storm syndrome.
1. Broad screening for cytokine storm and early, targeted antiinflammatory therapy may prevent immunopathology and could help conserve limited health care resources.
2. While studies are ongoing, extrapolating from clinical experience in cytokine storm syndromes may benefit the multidisciplinary teams caring for patients with severe COVID-19.
",[]
2016,There is no evidence mRNA vaccines reduce life expectancy or cause severe health issues including infertility and neuro-cognitive problems?,mRNA vaccines reduce life expectancy or cause severe health issues.,Claim,https://www.reuters.com/news/article/factcheck-mrna-vaccines/fact-check-there-is-no-evidence-mrna-vaccines-reduce-life-expectancy-or-cause-severe-health-issues-including-infertility-and-neuro-cognitive-problems-idUSL1N2MC0VF,Health,False,https://jamanetwork.com/journals/jamaneurology/fullarticle/2778192,Helping the Public Understand Adverse Events Associated With COVID-19 Vaccinations Lessons Learned From Functional Neurological Disorder,"By the end of January 2021, more than 97.3 million doses globally and 31.8 million doses in the United States have been administered of the COVID-19 vaccine.1 Although important postmarketing surveillance is ongoing, it is currently highly effective and safe, with adverse effects including transient symptoms such as fever/chills, headache, fatigue, myalgia/arthralgia, lymphadenopathy, nausea, or local effects of swelling, erythema, or pain.2 With the public being vaccinated, there have recently been videos circulating on social media about major neurologic adverse events after administration of the COVID-19 vaccine.3 A few of these videos have been viewed millions of times by the public.3 Some depict individuals with continuous movements of the trunk and limbs or walking difficulties. The spread of these videos has fueled vaccine hesitancy concerns and without effective communication by medical professionals to the public, this can lead to reduced vaccination rates and an unnecessary prolongation of the pandemic. It must be noted that these videos may be unsubstantiated, and it is not definitively known if the COVID-19 vaccine was administered in these cases. However, it was reported in the news that at least 1 patient was told by their physician that the diagnosis was conversion disorder,4 also known as functional neurological disorder (FND). Here, we provide context regarding potential associations between FND and COVID-19 vaccinations, as effective communication regarding this intersection is critically important.","Claim: mRNA vaccines reduce life expectancy or cause severe health issues.
Abstract:
0. By the end of January 2021, more than 97.3 million doses globally and 31.8 million doses in the United States have been administered of the COVID-19 vaccine.1 Although important postmarketing surveillance is ongoing, it is currently highly effective and safe, with adverse effects including transient symptoms such as fever/chills, headache, fatigue, myalgia/arthralgia, lymphadenopathy, nausea, or local effects of swelling, erythema, or pain.2 With the public being vaccinated, there have recently been videos circulating on social media about major neurologic adverse events after administration of the COVID-19 vaccine.3 A few of these videos have been viewed millions of times by the public.3 Some depict individuals with continuous movements of the trunk and limbs or walking difficulties.
1. The spread of these videos has fueled vaccine hesitancy concerns and without effective communication by medical professionals to the public, this can lead to reduced vaccination rates and an unnecessary prolongation of the pandemic.
2. It must be noted that these videos may be unsubstantiated, and it is not definitively known if the COVID-19 vaccine was administered in these cases.
3. However, it was reported in the news that at least 1 patient was told by their physician that the diagnosis was conversion disorder,4 also known as functional neurological disorder (FND).
4. Here, we provide context regarding potential associations between FND and COVID-19 vaccinations, as effective communication regarding this intersection is critically important.
","[0, 1, 2]"
2105,Lateral flow tests do not cause cancer; ethylene oxide sterilisation is a widely-used process that is regulated by international safety standards,“ethylene oxide-coated” swabs in lateral flow tests cause cancer.,Claim,https://www.reuters.com/news/article/factcheck-ethylene-oxide/fact-check-lateral-flow-tests-do-not-cause-cancer-ethylene-oxide-sterilisation-is-a-widely-used-process-that-is-regulated-by-international-safety-standards-idUSL1N2LO1YM,Health,False,https://www.sciencedirect.com/science/article/abs/pii/S1355030616300971,Investigation into ethylene oxide treatment and residuals on DNA and downstream DNA analysis,"Recent years have seen a significant increase in the sensitivity of DNA testing, enabling the determination of DNA profiles from low levels of cellular material. However, the increased sensitivity is in many ways a double-edged sword as background contaminating DNA generated during the manufacture of consumables and sampling devices is now being detected and may compromise the interpretation of the DNA profile results. This study initially demonstrated the effectiveness of ethylene oxide (EO) as a post-production treatment to eliminate DNA on swabs, used as a sampling device for the recovery of cellular material. Subsequently, the potential adverse effects of any residual EO remaining on the swabs on the downstream DNA analysis on both rayon and cotton swabs were investigated and the levels of remaining EO measured. Two main variables were tested: the amount of time elapsed since EO treatment of the swabs prior to use, and the time elapsed between cellular material collection and DNA analysis. Residual levels of EO were found to be below quantitation levels and therefore also international standards. The results indicated that while there was a negligible effect of EO treatment on DNA recovered from rayon swabs, there was however an adverse effect on the DNA profiles recovered from cotton swabs. The adverse effect was negatively correlated with time since EO treatment and positively correlated with time to DNA analysis.","Claim: “ethylene oxide-coated” swabs in lateral flow tests cause cancer.
Abstract:
0. Recent years have seen a significant increase in the sensitivity of DNA testing, enabling the determination of DNA profiles from low levels of cellular material.
1. However, the increased sensitivity is in many ways a double-edged sword as background contaminating DNA generated during the manufacture of consumables and sampling devices is now being detected and may compromise the interpretation of the DNA profile results.
2. This study initially demonstrated the effectiveness of ethylene oxide (EO) as a post-production treatment to eliminate DNA on swabs, used as a sampling device for the recovery of cellular material.
3. Subsequently, the potential adverse effects of any residual EO remaining on the swabs on the downstream DNA analysis on both rayon and cotton swabs were investigated and the levels of remaining EO measured.
4. Two main variables were tested: the amount of time elapsed since EO treatment of the swabs prior to use, and the time elapsed between cellular material collection and DNA analysis.
5. Residual levels of EO were found to be below quantitation levels and therefore also international standards.
6. The results indicated that while there was a negligible effect of EO treatment on DNA recovered from rayon swabs, there was however an adverse effect on the DNA profiles recovered from cotton swabs.
7. The adverse effect was negatively correlated with time since EO treatment and positively correlated with time to DNA analysis.
","[0, 2, 3, 4, 5, 6, 7]"
2207,Asymptomatic people can infect others with COVID-19,Asymptomatic people can't infect others with COVID-19,Claim,https://www.reuters.com/news/article/factcheck-asymptomatic-masks/fact-check-asymptomaticpeople-can-infect-others-with-covid-19-idUSL2N2L31SL,Health,False,https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2774707?utm_source=For_The_Media&utm_medium=referral&utm_campaign=ftm_links&utm_term=010721,SARS-CoV-2 Transmission From People Without COVID-19 Symptoms,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the etiology of coronavirus disease 2019 (COVID-19), is readily transmitted person to person. Optimal control of COVID-19 depends on directing resources and health messaging to mitigation efforts that are most likely to prevent transmission, but the relative importance of such measures has been disputed. In this decision analytical model of multiple scenarios of proportions of asymptomatic individuals with COVID-19 and infectious periods, transmission from asymptomatic individuals was estimated to account for more than half of all transmissions. In addition to identification and isolation of persons with symptomatic COVID-19, effective control of spread will require reducing the risk of transmission from people with infection who do not have symptoms. These findings suggest that measures such as wearing masks, hand hygiene, social distancing, and strategic testing of people who are not ill will be foundational to slowing the spread of COVID-19 until safe and effective vaccines are available and widely used.","Claim: Asymptomatic people can't infect others with COVID-19
Abstract:
0. Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the etiology of coronavirus disease 2019 (COVID-19), is readily transmitted person to person.
1. Optimal control of COVID-19 depends on directing resources and health messaging to mitigation efforts that are most likely to prevent transmission, but the relative importance of such measures has been disputed.
2. In this decision analytical model of multiple scenarios of proportions of asymptomatic individuals with COVID-19 and infectious periods, transmission from asymptomatic individuals was estimated to account for more than half of all transmissions.
3. In addition to identification and isolation of persons with symptomatic COVID-19, effective control of spread will require reducing the risk of transmission from people with infection who do not have symptoms.
4. These findings suggest that measures such as wearing masks, hand hygiene, social distancing, and strategic testing of people who are not ill will be foundational to slowing the spread of COVID-19 until safe and effective vaccines are available and widely used.
","[0, 2, 3, 4]"
2211,Koch's postulates do not need to be fulfilled to prove the existence of a virus,"Koch's postulates, a criteria to establish relationships between microbes and diseases, do not need to be fulfilled to prove the existence of a virus.",Claim,https://www.reuters.com/news/article/factcheck-koch/fact-check-kochs-postulates-do-not-need-to-be-fulfilled-to-prove-the-existence-of-a-virus-idUSL2N2L23F1,Health,True,https://www.sciencedirect.com/science/article/pii/S0580951715000173,Chapter 16 - Virology: The Next Generation from Digital PCR to Single Virion Genomics,"In the past 25 years, virology has had major technology breakthroughs stemming first from the introduction of nucleic acid amplification testing, but more recently from the use of next-generation sequencing, digital PCR, and the possibility of single virion genomics. These technologies have and will improve diagnosis and disease state monitoring in clinical settings, aid in environmental monitoring, and reveal the vast genetic potential of viruses. Using the principle of limiting dilution, digital PCR amplifies single molecules of DNA in highly partitioned endpoint reactions and reads each of those reactions as either positive or negative based on the presence or absence of target fluorophore. In this review, digital PCR will be highlighted along with current studies, advantages/disadvantages, and future perspectives with regard to digital PCR, viral load testing, and the possibility of single virion genomics.","Claim: Koch's postulates, a criteria to establish relationships between microbes and diseases, do not need to be fulfilled to prove the existence of a virus.
Abstract:
0. In the past 25 years, virology has had major technology breakthroughs stemming first from the introduction of nucleic acid amplification testing, but more recently from the use of next-generation sequencing, digital PCR, and the possibility of single virion genomics.
1. These technologies have and will improve diagnosis and disease state monitoring in clinical settings, aid in environmental monitoring, and reveal the vast genetic potential of viruses.
2. Using the principle of limiting dilution, digital PCR amplifies single molecules of DNA in highly partitioned endpoint reactions and reads each of those reactions as either positive or negative based on the presence or absence of target fluorophore.
3. In this review, digital PCR will be highlighted along with current studies, advantages/disadvantages, and future perspectives with regard to digital PCR, viral load testing, and the possibility of single virion genomics.
","[0, 1, 2, 3]"
7209,Sleep Deprivation Is Surprisingly Effective as an Antidepressant,Sleep deprivation is surprisingly effective as an antidepressant.,Claim,https://www.sciencealert.com/sleep-deprivation-is-surprisingly-effective-as-an-antidepressant,Health,True,https://jamanetwork.com/journals/jamapsychiatry/article-abstract/492278,Improvement of Depression by REM Sleep Deprivation,"We compared sleep variables in 14 drug-free endogenous depressives and in 14 age- and insomnia-matched, nondepressed controls before and after brief rapid eye movement (REM) sleep deprivation by awakenings. Before REM sleep deprivation, compared with controls, depressives had lower REM latency, higher REM frequency, anda new findingan abnormal temporal distribution of REM sleep. Depression improvement by REM sleep deprivation correlated with the ameliorative effect of brief REM sleep deprivation on one indicator of the abnormal temporal distribution of REM sleep. Several findings suggest that the depressive abnormalities represent a ""damaged,"" weakened sleep cycle ""oscillator"" and its correlate, a circadian rhythm disturbance, and that REM sleep deprivation improved depression to the extent that it stimulated the oscillator and corrected one manifestation of the circadian rhythm disturbance.","Claim: Sleep deprivation is surprisingly effective as an antidepressant.
Abstract:
0. We compared sleep variables in 14 drug-free endogenous depressives and in 14 age- and insomnia-matched, nondepressed controls before and after brief rapid eye movement (REM) sleep deprivation by awakenings.
1. Before REM sleep deprivation, compared with controls, depressives had lower REM latency, higher REM frequency, and—a new finding—an abnormal temporal distribution of REM sleep.
2. Depression improvement by REM sleep deprivation correlated with the ameliorative effect of brief REM sleep deprivation on one indicator of the abnormal temporal distribution of REM sleep.
3. Several findings suggest that the depressive abnormalities represent a ""damaged,"" weakened sleep cycle ""oscillator"" and its correlate, a circadian rhythm disturbance, and that REM sleep deprivation improved depression to the extent that it stimulated the oscillator and corrected one manifestation of the circadian rhythm disturbance.
","[0, 1, 2, 3]"
7210,8 Myths About Sugar You Need to Stop Believing,Sugar makes kids hyperactive,Claim,https://www.sciencealert.com/8-myths-about-sugar-you-need-to-stop-believing,Health,False,https://pubmed.ncbi.nlm.nih.gov/7963081/,Effects of sugar ingestion expectancies on mother-child interactions,"This study tested the hypothesis that commonly reported negative effects of sugar on children's behavior may be due to parental expectancies. A challenge study design was employed, in which thirty-five 5- to 7-year-old boys reported by their mothers to be behaviorally ""sugar sensitive,"" and their mothers, were randomly assigned to experimental and control groups. In the experimental group, mothers were told their children had received a large dose of sugar, whereas in the control condition mothers were told their sons received a placebo; all children actually received the placebo (aspartame). Mothers and sons were videotaped while interacting together and each mother was then questioned about the interaction. Mothers in the sugar expectancy condition rated their children as significantly more hyperactive. Behavioral observations revealed these mothers exercised more control by maintaining physical closeness, as well as showing trends to criticize, look at, and talk to their sons more than did control mothers. For several variables, the expectancy effect was stronger for cognitively rigid mothers.","Claim: Sugar makes kids hyperactive
Abstract:
0. Dietary fructose is implicated in metabolic syndrome, but intervention studies are confounded by positive caloric balance, changes in adiposity, or artifactually high amounts.
1. This study determined whether isocaloric substitution of starch for sugar would improve metabolic parameters in Latino (n = 27) and African-American (n = 16) children with obesity and metabolic syndrome.
2. Participants consumed a diet for 9 days to deliver comparable percentages of protein, fat, and carbohydrate as their self-reported diet; however, dietary sugar was reduced from 28% to 10% and substituted with starch.
3. Participants recorded daily weights, with calories adjusted for weight maintenance.
4. Participants underwent dual-energy X-ray absorptiometry and oral glucose tolerance testing on Days 0 and 10.
5. Biochemical analyses were controlled for weight change by repeated measures ANCOVA.
6. Reductions in diastolic blood pressure (−5 mmHg; P = 0.002), lactate (−0.3 mmol/L; P < 0.001), triglyceride, and LDL-cholesterol (−46% and −0.3 mmol/L; P < 0.001) were noted.
7. Glucose tolerance and hyperinsulinemia improved (P < 0.001).
8. Weight reduced by 0.9 ± 0.2 kg (P < 0.001) and fat-free mass by 0.6 kg (P = 0.04).
9. Post hoc sensitivity analysis demonstrates that results in the subcohort that did not lose weight (n = 10) were directionally consistent.
10. Isocaloric fructose restriction improved surrogate metabolic parameters in children with obesity and metabolic syndrome irrespective of weight change.
","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
7214,"Weather Is a Serious Risk Factor For Heart Failure, Says Large Scale Study",Weather is a serious risk factor for heart failure.,Claim,https://www.sciencealert.com/research-shows-cold-weather-can-increase-the-risk-of-heart-failure,Health,True,https://www.tandfonline.com/doi/abs/10.3200/AEOH.62.4.169-176,The Short-Term Influence of Weather on Daily Mortality in Congestive Heart Failure,"The authors' purpose in this study was to determine whether changes in weather conditions were associated with daily mortality among people aged 65 years and older diagnosed as having congestive heart failure in Montreal, Canada, and who died in the urban area between 1984 and 1993. The authors used a time-stratified case-crossover design and adjusted the models for nitrogen dioxide and ozone. They found a strong nonlinear association with maximum temperature in the warmer months of the year, with a threshold at about 25¬∞C. The authors observed no associations after lag 3 days. In the cold period, they found that risks increased linearly with increasingly colder temperatures, but only after lag 2 days. The authors found no associations with relative humidity. For change in barometric pressure from the previous day, they found no associations in the cold period, but an increase in pressure from the previous day increased risk for lags 0 or 1 days. The authors found some differences between men and women.","Claim: Weather is a serious risk factor for heart failure.
Abstract:
0. The authors' purpose in this study was to determine whether changes in weather conditions were associated with daily mortality among people aged 65 years and older diagnosed as having congestive heart failure in Montreal, Canada, and who died in the urban area between 1984 and 1993.
1. The authors used a time-stratified case-crossover design and adjusted the models for nitrogen dioxide and ozone.
2. They found a strong nonlinear association with maximum temperature in the warmer months of the year, with a threshold at about 25°C.
3. The authors observed no associations after lag 3 days.
4. In the cold period, they found that risks increased linearly with increasingly colder temperatures, but only after lag 2 days.
5. The authors found no associations with relative humidity.
6. For change in barometric pressure from the previous day, they found no associations in the cold period, but an increase in pressure from the previous day increased risk for lags 0 or 1 days.
7. The authors found some differences between men and women.
","[0, 1, 2, 3, 4, 6, 7]"
7215,Ancient Chinese Ink Could Hold A Surprising New Way to Kill Cancer Cells,Ancient Chinese ink could hold a surprising new way to kill cancer cells.,Claim,https://www.sciencealert.com/ancient-chinese-calligraphy-ink-could-hold-the-key-to-killing-cancer-cells,Health,True,https://pubs.acs.org/doi/full/10.1021/acsomega.7b00993,New Application of Old Material: Chinese Traditional Ink for Photothermal Therapy of Metastatic Lymph Nodes,"Finding a simple and effective strategy to eliminate tumor metastatic lymph nodes is highly desired in clinical tumor treatment. Herein, we reported a Chinese traditional ink (Hu-ink)-based treatment for photothermal therapy (PTT) of tumor metastatic lymph nodes. By simple dilution, stable Chinese traditional ink dispersion was obtained, which presents excellent photothermal effect because of its high absorption in near-infrared (NIR) region. Meanwhile, as revealed by staining and photoacoustic imaging, Hu-ink could transfer to nearby lymph nodes after directly injected into the primary tumors. Under the guidance of dual-modality mapping, the metastatic sentinel lymph nodes could be subsequently eliminated by NIR irradiation. The good biocompatibility of Hu-ink has also been verified by a series of experiments. Therefore, the Hu-ink-based treatment exhibits great potential for PTT of tumor metastatic lymph nodes in future clinical practice.","Claim: Ancient Chinese ink could hold a surprising new way to kill cancer cells.
Abstract:
0. Finding a simple and effective strategy to eliminate tumor metastatic lymph nodes is highly desired in clinical tumor treatment.
1. Herein, we reported a Chinese traditional ink (Hu-ink)-based treatment for photothermal therapy (PTT) of tumor metastatic lymph nodes.
2. By simple dilution, stable Chinese traditional ink dispersion was obtained, which presents excellent photothermal effect because of its high absorption in near-infrared (NIR) region.
3. Meanwhile, as revealed by staining and photoacoustic imaging, Hu-ink could transfer to nearby lymph nodes after directly injected into the primary tumors.
4. Under the guidance of dual-modality mapping, the metastatic sentinel lymph nodes could be subsequently eliminated by NIR irradiation.
5. The good biocompatibility of Hu-ink has also been verified by a series of experiments.
6. Therefore, the Hu-ink-based treatment exhibits great potential for PTT of tumor metastatic lymph nodes in future clinical practice.
","[0, 1, 2, 3, 4, 5, 6]"
